job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
technician,married,professional.course,no,yes,yes,telephone,jun,mon,nonexistent,no
admin,married,high.school,no,yes,yes,telephone,jun,mon,nonexistent,no
admin,single,high.school,no,yes,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,unknown,yes,no,telephone,jun,mon,nonexistent,no
blue-collar,divorced,basic,no,yes,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,no,yes,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,unknown,yes,no,telephone,jun,mon,nonexistent,no
admin,single,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,no,yes,no,telephone,jun,mon,nonexistent,no
technician,single,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no
entrepreneur,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no
services,married,high.school,no,yes,no,telephone,jun,mon,nonexistent,no
management,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,yes
management,divorced,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no
services,single,unknown,no,no,no,telephone,jun,mon,nonexistent,no
services,single,high.school,no,no,no,telephone,jun,mon,nonexistent,no
technician,divorced,professional.course,no,no,no,telephone,jun,mon,nonexistent,no
admin,divorced,university.degree,no,no,no,telephone,jun,mon,nonexistent,no
entrepreneur,married,basic,unknown,yes,no,telephone,jun,mon,nonexistent,no
retired,married,basic,unknown,no,no,telephone,jun,mon,nonexistent,no
self-employed,single,university.degree,no,no,no,telephone,jun,mon,nonexistent,no
admin,single,high.school,no,no,no,telephone,jun,mon,nonexistent,no
services,single,high.school,no,yes,yes,telephone,jun,mon,nonexistent,no
admin,divorced,high.school,no,no,yes,telephone,jun,mon,nonexistent,no
unemployed,single,basic,unknown,no,no,telephone,jun,mon,nonexistent,no
technician,married,basic,no,no,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,no,no,no,telephone,jun,mon,nonexistent,no
services,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no
blue-collar,single,high.school,no,yes,no,telephone,jun,mon,nonexistent,yes
technician,married,professional.course,no,no,yes,telephone,jun,mon,nonexistent,no
unknown,married,unknown,unknown,no,no,telephone,jun,mon,nonexistent,no
admin,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no
admin,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no
services,married,unknown,no,no,no,telephone,jun,mon,nonexistent,no
services,single,high.school,no,no,no,telephone,jun,mon,nonexistent,no
unemployed,single,high.school,unknown,yes,no,telephone,jun,mon,nonexistent,no
technician,married,university.degree,unknown,no,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,no,no,yes,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,unknown,no,no,telephone,jun,mon,nonexistent,no
retired,divorced,basic,no,yes,no,telephone,jun,mon,nonexistent,no
retired,married,basic,unknown,yes,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,no,yes,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,unknown,no,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,no,no,no,telephone,jun,mon,nonexistent,no
technician,single,high.school,no,no,no,telephone,jun,mon,nonexistent,no
management,single,university.degree,no,no,no,telephone,jun,mon,nonexistent,no
technician,married,university.degree,unknown,no,no,telephone,jun,mon,nonexistent,no
services,single,high.school,no,yes,no,telephone,jun,mon,nonexistent,no
technician,married,professional.course,unknown,no,no,telephone,jun,mon,nonexistent,no
admin,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no
technician,married,professional.course,no,yes,no,telephone,jun,mon,nonexistent,no
services,divorced,high.school,no,no,no,telephone,jun,mon,nonexistent,no
technician,married,high.school,no,unknown,unknown,telephone,jun,mon,nonexistent,no
admin,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no
unemployed,divorced,basic,no,no,yes,telephone,jun,mon,nonexistent,no
services,single,high.school,unknown,no,yes,telephone,jun,mon,nonexistent,no
admin,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no
technician,single,university.degree,no,no,no,telephone,jun,mon,nonexistent,no
blue-collar,married,high.school,unknown,no,no,telephone,jun,mon,nonexistent,no
admin,single,high.school,no,no,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,unknown,no,no,telephone,jun,mon,nonexistent,no
admin,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,unknown,no,no,telephone,jun,mon,nonexistent,no
housemaid,married,unknown,unknown,yes,no,telephone,jun,mon,nonexistent,no
management,married,university.degree,unknown,no,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,no,yes,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,no,yes,no,telephone,jun,mon,nonexistent,yes
management,married,high.school,no,yes,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,no,no,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,no,no,no,telephone,jun,mon,nonexistent,no
blue-collar,divorced,basic,unknown,yes,no,telephone,jun,mon,nonexistent,no
entrepreneur,married,high.school,no,unknown,unknown,telephone,jun,mon,nonexistent,no
blue-collar,single,university.degree,unknown,no,no,telephone,jun,mon,nonexistent,no
technician,divorced,professional.course,no,yes,no,telephone,jun,mon,nonexistent,no
blue-collar,married,basic,unknown,no,no,telephone,jun,mon,nonexistent,no
blue-collar,single,basic,unknown,yes,no,telephone,jun,mon,nonexistent,no
admin,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no
management,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no
admin,married,university.degree,no,unknown,unknown,telephone,jun,mon,nonexistent,no
technician,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no
student,single,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no
blue-collar,single,high.school,unknown,no,no,telephone,jun,mon,nonexistent,no
entrepreneur,divorced,basic,no,no,no,telephone,jun,tue,nonexistent,no
admin,divorced,university.degree,no,no,no,telephone,jun,tue,nonexistent,no
technician,married,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no
technician,married,professional.course,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,single,basic,no,yes,no,telephone,jun,tue,nonexistent,no
services,divorced,high.school,no,no,no,telephone,jun,tue,nonexistent,no
admin,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no
technician,married,professional.course,unknown,no,no,telephone,jun,tue,nonexistent,no
services,married,high.school,no,no,yes,telephone,jun,tue,nonexistent,no
technician,married,professional.course,no,yes,no,telephone,jun,tue,nonexistent,no
blue-collar,married,professional.course,no,no,no,telephone,jun,tue,nonexistent,no
admin,married,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no
services,married,high.school,unknown,no,no,telephone,jun,tue,nonexistent,no
management,divorced,high.school,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,divorced,basic,no,yes,no,telephone,jun,tue,nonexistent,no
blue-collar,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,divorced,high.school,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,single,basic,unknown,no,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,no,yes,no,telephone,jun,tue,nonexistent,no
technician,divorced,high.school,no,yes,yes,telephone,jun,tue,nonexistent,no
services,divorced,basic,unknown,yes,no,telephone,jun,tue,nonexistent,no
technician,single,professional.course,no,no,no,telephone,jun,tue,nonexistent,no
services,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no
technician,single,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,single,high.school,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,no,no,no,telephone,jun,tue,nonexistent,no
admin,married,university.degree,unknown,unknown,unknown,telephone,jun,tue,nonexistent,no
admin,divorced,high.school,no,yes,yes,telephone,jun,tue,nonexistent,no
technician,single,university.degree,no,yes,yes,telephone,jun,tue,nonexistent,no
services,married,unknown,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,unknown,yes,yes,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,no,no,yes,telephone,jun,tue,nonexistent,no
retired,single,high.school,no,no,no,telephone,jun,tue,nonexistent,no
technician,divorced,university.degree,no,no,yes,telephone,jun,tue,nonexistent,no
admin,single,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no
blue-collar,divorced,high.school,no,no,no,telephone,jun,tue,nonexistent,no
self-employed,married,basic,unknown,yes,no,telephone,jun,tue,nonexistent,no
entrepreneur,married,professional.course,unknown,yes,no,telephone,jun,tue,nonexistent,no
admin,married,high.school,no,yes,no,telephone,jun,tue,nonexistent,no
technician,single,professional.course,no,yes,no,telephone,jun,tue,nonexistent,no
admin,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no
management,divorced,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no
housemaid,married,basic,unknown,no,yes,telephone,jun,tue,nonexistent,no
admin,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,no,yes,no,telephone,jun,tue,nonexistent,no
services,single,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no
student,single,high.school,no,yes,no,telephone,jun,tue,nonexistent,no
blue-collar,single,basic,no,no,no,telephone,jun,tue,nonexistent,no
admin,married,basic,no,no,no,telephone,jun,tue,nonexistent,no
technician,married,university.degree,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,no,yes,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,no,no,no,telephone,jun,tue,nonexistent,no
admin,divorced,high.school,no,unknown,unknown,telephone,jun,tue,nonexistent,no
admin,married,university.degree,no,yes,yes,telephone,jun,tue,nonexistent,no
blue-collar,single,basic,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,single,basic,no,no,no,telephone,jun,tue,nonexistent,no
technician,married,basic,unknown,yes,no,telephone,jun,tue,nonexistent,no
services,single,basic,no,yes,no,telephone,jun,tue,nonexistent,no
services,divorced,high.school,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,single,basic,no,no,no,telephone,jun,tue,nonexistent,no
technician,married,professional.course,no,yes,no,telephone,jun,tue,nonexistent,no
blue-collar,divorced,basic,no,no,yes,telephone,jun,tue,nonexistent,no
admin,single,high.school,no,no,no,telephone,jun,tue,nonexistent,no
entrepreneur,married,basic,no,yes,no,telephone,jun,tue,nonexistent,no
technician,married,professional.course,no,yes,no,telephone,jun,tue,nonexistent,no
blue-collar,married,professional.course,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,unknown,no,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,no,no,yes,telephone,jun,tue,nonexistent,no
services,married,high.school,no,yes,no,telephone,jun,tue,nonexistent,no
admin,married,high.school,no,yes,yes,telephone,jun,tue,nonexistent,no
admin,married,high.school,unknown,yes,no,telephone,jun,tue,nonexistent,no
admin,single,university.degree,unknown,no,no,telephone,jun,tue,nonexistent,yes
admin,single,university.degree,no,no,no,telephone,jun,tue,nonexistent,no
admin,married,university.degree,no,no,no,telephone,jun,tue,nonexistent,no
services,unknown,unknown,no,yes,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,unknown,no,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,unknown,no,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,no,no,no,telephone,jun,tue,nonexistent,no
admin,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no
self-employed,married,basic,no,no,no,telephone,jun,tue,nonexistent,no
technician,married,university.degree,no,no,no,telephone,jun,tue,nonexistent,no
admin,single,university.degree,unknown,no,no,telephone,jun,tue,nonexistent,no
self-employed,single,university.degree,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,unknown,no,no,telephone,jun,tue,nonexistent,no
services,married,high.school,unknown,no,yes,telephone,jun,tue,nonexistent,no
services,divorced,university.degree,no,no,no,telephone,jun,tue,nonexistent,no
unemployed,married,university.degree,no,no,no,telephone,jun,tue,nonexistent,no
self-employed,married,professional.course,no,no,no,telephone,jun,tue,nonexistent,no
technician,married,high.school,unknown,no,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,unknown,no,no,telephone,jun,tue,nonexistent,no
admin,married,university.degree,no,yes,yes,telephone,jun,tue,nonexistent,no
blue-collar,single,basic,no,no,no,telephone,jun,tue,nonexistent,no
management,single,university.degree,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,unknown,no,no,telephone,jun,tue,nonexistent,no
housemaid,single,basic,no,no,no,telephone,jun,tue,nonexistent,no
self-employed,married,professional.course,no,no,yes,telephone,jun,tue,nonexistent,no
technician,married,professional.course,unknown,no,no,telephone,jun,tue,nonexistent,no
admin,single,high.school,unknown,yes,no,telephone,jun,tue,nonexistent,no
admin,single,high.school,no,no,no,telephone,jun,tue,nonexistent,no
admin,married,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no
admin,divorced,university.degree,no,unknown,unknown,telephone,jun,tue,nonexistent,no
technician,single,university.degree,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,single,basic,unknown,no,no,telephone,jun,tue,nonexistent,no
unemployed,single,high.school,unknown,no,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,unknown,yes,no,telephone,jun,tue,nonexistent,no
technician,married,university.degree,no,no,no,telephone,jun,tue,nonexistent,no
management,married,high.school,unknown,yes,no,telephone,jun,tue,nonexistent,no
technician,married,professional.course,no,yes,yes,telephone,jun,tue,nonexistent,no
technician,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,single,basic,unknown,unknown,unknown,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,no,yes,yes,telephone,jun,tue,nonexistent,no
admin,single,basic,no,no,no,telephone,jun,tue,nonexistent,no
technician,married,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no
unemployed,married,high.school,no,yes,no,telephone,jun,tue,nonexistent,no
technician,single,university.degree,no,no,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,no,unknown,unknown,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,no,unknown,unknown,telephone,jun,tue,nonexistent,no
management,married,university.degree,unknown,no,no,telephone,jun,tue,nonexistent,no
admin,married,high.school,no,yes,no,telephone,jun,tue,nonexistent,no
management,married,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,unknown,yes,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,unknown,no,yes,telephone,jun,tue,nonexistent,no
technician,single,university.degree,no,no,no,telephone,jun,tue,nonexistent,no
management,married,high.school,unknown,yes,no,telephone,jun,tue,nonexistent,no
retired,single,professional.course,no,no,yes,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,no,yes,no,telephone,jun,tue,nonexistent,no
blue-collar,married,basic,unknown,yes,no,telephone,jun,tue,nonexistent,no
admin,divorced,high.school,no,no,no,telephone,jun,tue,nonexistent,no
management,married,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no
services,married,high.school,no,yes,no,telephone,jun,tue,nonexistent,no
blue-collar,married,university.degree,no,yes,yes,telephone,jun,tue,nonexistent,no
